"practice_id","doctor_id"
8640,8640
8640,16572
8640,12309
8640,12896
8640,15991
8640,11368
11498,12635
11498,11498
11498,15738
11498,14378
11498,16887
11498,14803
11498,14024
9981,10520
9981,9981
9981,11893
9981,10431
9981,10965
9981,13098
9981,10064
10429,12014
10429,10429
10723,10723
10723,14652
10723,14715
15503,15503
15858,15858
10155,11772
10155,11335
10155,15934
10155,11378
10155,10646
10155,10155
11236,9900
11236,16698
11236,15018
11236,13321
11236,11236
11236,15901
11236,13410
11236,14816
11236,14287
9951,9951
9951,12016
9951,10467
9951,11925
9951,11692
9951,15148
9951,14033
9951,11683
15914,15914
9991,9991
9991,11657
9953,13596
9953,14527
9953,15078
9953,16399
9953,9953
16145,16145
10145,14450
10145,10318
10145,10749
10145,10531
10145,12212
10145,10145
10145,10142
10145,16796
10145,12522
10231,11860
10231,10231
11244,13330
11244,12254
11244,10438
11244,11244
9967,9967
9967,11919
13246,13919
13246,13920
13246,13246
13246,14916
13246,11725
13246,12906
13246,16949
15876,16564
15876,15876
13081,16022
13081,15167
13081,13081
13081,15879
14141,15845
14141,16763
14141,14897
14488,14488
14141,14141
16183,16183
7059,11745
7059,7496
7059,12020
7059,15795
7059,8224
7059,9736
7059,13088
7059,7059
7059,11105
7059,9556
7059,10076
7059,12949
7059,15649
7059,10657
7059,13194
10306,12354
10306,15356
10306,10306
9822,15232
9822,15052
9822,10593
9822,12373
9822,9822
9822,16224
9822,14522
9822,13956
9822,13382
9822,13127
9822,12630
11527,11592
11527,11527
11527,15692
9968,9939
9968,9968
9968,11517
9968,10021
9968,12359
9968,13514
15613,16790
14348,14348
15613,15613
15613,10167
15613,14960
6034,13235
6034,11618
6034,16970
6034,3759
6034,12786
6034,6034
13151,16474
13151,16979
13151,16176
13151,14558
13151,13230
13151,13151
13151,15264
14550,14550
15589,15589
15288,16353
15288,15288
11093,11093
11093,10430
11093,11998
11093,16029
11093,14721
11093,12452
11726,11727
11726,12745
11726,13552
11726,15582
11726,11726
10926,13428
10926,12255
10926,14977
10926,15248
10926,10926
13471,13471
15336,15354
15336,15336
10285,14648
10285,16251
10285,11354
10285,16962
10285,10285
10285,14382
10285,11382
10285,10233
15815,16850
15815,15815
15815,15416
9917,9917
10332,11552
10332,10332
10332,13495
10332,12297
10332,10391
10332,12290
10332,9986
10332,14484
11336,11336
11336,13159
11336,15407
11336,16491
11336,16544
11336,12302
11336,13532
12349,15707
12349,14794
12349,14490
12349,12349
10314,11803
10314,10314
10314,11769
15544,15544
10334,10334
10334,12175
10334,13256
10334,14361
16652,16652
10316,12713
10316,10316
10316,14837
10316,15597
10316,13475
10316,13283
11774,15966
11774,11416
11774,10299
11774,11774
11774,13467
10192,10711
10192,16780
10192,9031
10192,17088
10192,11894
10192,14757
10192,10192
10192,12648
10192,12412
8936,8936
8936,9622
15245,15245
10090,13368
10090,8293
10090,12556
10090,12626
10090,12803
10090,13234
10090,13960
10090,14973
10090,11668
10090,14881
10090,11279
10090,12629
10090,14844
10090,15880
10090,10090
10090,10089
15494,15942
15494,15494
15494,15504
14064,14064
15915,15915
12303,12303
12303,11838
12303,15289
9973,15912
9973,9973
9973,10075
9973,14730
15489,15489
15489,16628
13521,13004
13521,14915
13453,13453
13521,13521
13521,12923
16303,16303
15442,15442
15548,15548
15548,9675
9169,10248
9169,11743
9169,10474
9169,11064
9169,11448
9169,9169
12414,12414
9169,11896
9169,9264
9169,11853
11088,16651
11088,13725
11088,13183
11088,11303
11088,14541
11088,14955
11088,11088
11088,11372
15345,15345
15345,15744
16110,16110
16248,16248
9629,10251
9629,16732
9629,9629
9629,16755
9629,13391
9629,10400
9629,10028
10211,10211
11220,11220
11220,16502
11220,12230
11220,4185
14906,14906
11994,13273
11994,14602
11994,16030
11994,11994
11994,11403
13921,15125
13921,15555
13921,13921
15989,15989
10947,12953
10947,10947
10947,12009
10947,15920
10947,11310
15925,15925
10260,10073
10260,9926
10260,10260
10260,11979
10260,13947
10528,12159
10528,10528
10528,12289
10528,12628
11890,11890
11890,13418
11890,13605
11890,13953
9970,9970
11530,10143
11530,11530
11530,12012
11530,15482
11530,10516
2490,4310
2490,11568
2490,9863
2490,3862
2490,2857
2490,2726
2490,7289
2490,15214
2490,2490
2490,14075
2490,12739
15817,15817
15983,15983
7453,8010
7453,7453
7453,10349
7453,10024
7453,13034
7453,12575
7453,12019
7453,10127
7453,12994
7453,9342
11454,11454
12180,12180
10491,14780
10491,14078
10491,15326
10491,11286
10491,15025
10491,15612
10491,10491
9486,9676
9486,12119
9486,16549
9486,9486
9486,11975
9486,10614
9486,13553
9486,14998
9486,14414
15348,15348
9534,10976
9534,11072
9534,12880
9534,10133
16830,16830
9534,9534
9534,13757
15488,15488
10608,13470
10608,15788
10608,11612
10608,16571
10608,10608
10608,15676
9966,9966
10444,10444
10444,15667
10444,8249
10023,13345
10023,13610
10023,10023
10023,10280
11746,11746
14046,14046
13937,15383
13937,9938
13937,13937
10156,12468
10156,11492
10156,10515
10156,14846
10156,16758
10156,10156
15543,15543
16042,16042
11065,11507
11065,11495
11065,11863
11065,11065
13421,15023
13421,13594
13421,13421
14256,14256
14355,14355
16078,16078
10978,12444
10978,10978
10978,15280
12976,14081
12976,12976
17101,17101
10210,13932
10210,11252
10210,15964
10210,10210
10210,14978
10210,15635
15141,15141
15141,15897
7092,7194
7092,16489
7092,8830
7092,11842
7092,11617
7092,14631
7092,10294
7092,8754
7092,14523
7092,12965
7092,9761
7092,11073
7092,14340
7092,7092
7092,10188
9984,15461
9984,15961
9984,9984
16231,16231
11830,15760
11830,12963
11830,15227
11830,11830
12563,12563
12563,14328
12584,10289
12584,12584
12584,10697
12584,11837
12584,13930
12584,15965
15680,13607
15680,14353
15680,15680
10536,11200
10536,11795
10536,12232
10536,11347
10536,11049
10536,10536
10265,12219
10265,13916
10265,11097
10265,10529
10265,13398
10265,13851
10265,11773
10265,16044
10265,10265
10265,12233
10265,15812
10265,15033
10265,13393
16159,16159
5252,5252
12511,10015
12511,12511
12511,12542
12511,10686
12511,13124
10321,10321
10321,11671
10321,16739
10321,10398
10321,13351
10321,11619
10321,10610
10321,13142
10321,4336
10321,13867
10524,12948
10524,10524
10524,14096
10524,10428
10524,14861
10524,12206
9969,10323
9969,10739
9969,13170
9969,10218
9969,10589
9969,14086
9969,15940
9969,9969
15218,15218
10288,10288
14142,14142
10286,14386
10286,12987
10286,11384
10286,15599
10286,10286
10284,13015
10284,14119
10284,10284
15976,15976
12005,12053
12005,12005
12005,13146
12005,16360
12005,16967
10566,15095
10566,10371
10566,11988
10566,11548
10566,10566
6571,6571
10566,14344
10566,13086
10566,13769
10566,16272
10566,9054
10566,10083
10566,11574
10566,9293
9979,9979
9979,15451
10445,11581
10445,16518
10445,10445
10396,10396
10396,15958
11331,11331
11331,11369
10239,14797
10239,11821
10239,13331
10239,15047
10239,15306
10239,11344
10239,14561
10239,12207
10239,15174
10239,10239
13101,13101
10373,13579
10373,11050
10373,12311
10373,15798
10373,10373
10373,11525
14263,16454
14263,16676
14263,16016
14263,15492
14263,14263
10185,10185
10714,12285
10714,12365
10714,12920
10714,10714
10714,13074
10714,13287
10195,12519
10195,12613
10195,10195
10195,16102
10304,9522
10304,10279
10304,11409
10304,13222
9531,9531
10304,10304
10304,10406
6065,11846
6065,4932
6065,13272
6065,16510
6065,10394
6065,11836
6065,7817
6065,12749
6065,14354
6065,9894
6065,15478
6065,14979
6065,6065
10959,15559
10959,10959
10959,11885
10959,10375
9540,10172
9540,10215
9540,12747
9540,15388
9540,9978
9540,14423
9540,9540
11479,15530
11479,11810
11479,13386
11479,11479
11479,14061
9630,9630
9630,15610
9630,12502
9630,10226
9630,15826
9630,12640
9161,9161
9161,15668
9161,12073
9161,11278
9161,11641
9161,13372
10322,10322
15271,15271
10147,11430
10147,12114
10147,10147
10147,12573
10147,11646
10037,10408
10037,10037
10037,12268
10037,10710
10037,14118
10037,12795
10037,5736
10007,10007
15982,15982
10043,14345
10043,13379
10043,14835
10043,11691
10043,10043
10230,10230
10230,12079
10424,10424
10424,13175
10315,16743
10315,15948
10315,13260
10315,10328
10315,10315
10315,11562
10315,13296
11542,14088
11542,6579
11542,11542
15796,15931
15796,15796
15860,15860
16199,16199
13107,13107
13107,16133
12481,13065
12481,15774
12481,15224
12481,12481
12481,12554
16302,16556
16302,16302
15111,15111
9972,9972
9972,14886
9972,13357
9972,12278
12401,12401
10432,12718
10432,11790
10432,11955
10432,11677
10432,10432
10432,9962
10432,12659
10432,11317
10446,10932
10446,12457
10446,11956
10446,10446
10446,13445
10446,13961
10446,16498
10446,12399
10446,12509
10446,12162
10446,13566
10446,9947
15490,15714
15490,15490
16797,16352
16797,16797
16771,16771
9453,12178
9453,9453
9453,10186
9453,14255
9526,11980
9526,9526
9453,10732
9526,12129
9526,14326
9526,11103
9526,13929
9526,12423
9453,9988
9526,9950
10626,14072
10626,14362
10626,12729
10626,14864
10626,10626
10626,12054
10626,12340
10203,13002
10203,10041
10203,10203
10203,11695
10178,10178
10178,7694
10404,10498
10404,7648
10404,16429
10404,15328
10404,10404
10404,13178
10404,12186
10404,10939
10404,14518
10404,15113
10404,16694
10404,14833
11658,13341
11658,15684
11658,11658
15574,15574
10927,10927
10426,10426
13022,13022
11071,11071
1619,6120
1619,9760
1619,3224
1619,1619
1619,15493
1619,16596
1619,16066
1619,14841
1619,4108
1619,16903
1619,4143
1619,12500
1619,11362
1619,14422
16817,16817
11585,11645
11585,15322
11585,11585
9941,9941
9941,10031
11800,11800
13138,13138
10357,12663
10357,10357
10357,10563
10357,13137
10335,14264
10335,13019
10335,10335
10335,11848
10335,11515
16166,16166
15225,15225
12045,12045
12045,13717
12045,12163
12045,15175
15508,15508
7745,4311
7745,7745
12593,12593
10263,10263
6067,6067
15820,15820
3310,8217
3310,10508
3310,10602
3310,12675
3310,3750
3310,11272
3310,9089
3310,13117
3310,5075
3310,9083
3310,12535
3310,11311
3310,14874
3310,7153
3310,14971
3310,4261
3310,4182
3310,4569
3310,3728
3310,3787
3310,3310
3310,7739
3310,9557
3310,6302
2802,13033
2802,14537
2802,2802
4089,4089
4089,4187
2802,16264
2802,10982
2802,11909
2802,12924
2802,13457
2802,7488
2802,11359
2802,12403
6768,8901
6768,7560
6768,12660
6768,9156
6768,10081
6768,9337
6768,8473
6768,6768
