practice_id,doctor_id
10495,10495
748,748
9828,9828
7410,7410
7382,7382
6046,6046
334,334
3691,3691
8017,8017
7760,7760
234,234
6945,6945
10511,10511
5645,5645
7237,7237
4656,4656
4023,4023
4034,4034
9977,9977
4831,4831
4644,4644
6159,6159
9296,9296
10988,10988
4636,4636
6586,6586
363,363
9478,9478
545,545
624,624
633,633
695,695
4621,4621
7141,7141
5313,5313
729,729
7393,7393
4041,4041
8681,8681
2486,2486
1628,1628
7099,7099
5072,5072
12256,12256
9946,9946
7323,7323
7673,7673
4013,4013
6191,6191
10240,10240
289,289
8535,8535
9114,9114
11576,11576
9198,9198
7640,7640
9061,9061
11238,11238
8806,8806
588,588
8181,8181
400,400
8774,8774
7207,7207
474,474
12288,12288
10144,10144
350,350
10640,10640
11761,11761
8797,8797
4211,4211
986,986
5962,5962
42,42
1052,1052
4516,4516
427,427
396,396
5708,5708
1678,1678
1270,1270
3232,3232
6386,6386
4687,4687
1716,1716
195,195
1226,1226
4572,4572
4567,4567
4285,4285
10222,10222
4344,4344
3612,3612
3611,3611
2248,2248
4858,4858
2982,2982
3257,3257
4631,4631
4541,4541
5858,5858
4602,4602
785,785
3927,3927
3153,3153
2026,2026
2885,2885
1949,1949
3610,3610
2340,2340
2439,2439
2930,2930
2489,2489
5324,5324
2865,2865
3240,3240
414,414
7348,7348
1015,1015
4779,4779
3926,3926
4256,4256
3980,3980
3072,3072
1928,1928
1013,1013
4775,4775
6447,6447
3598,3598
3911,3911
1676,1676
2653,2653
3071,3071
1493,1493
4745,4745
3074,3074
3102,3102
3939,3939
211,211
3549,3549
240,240
5197,5197
3823,3823
914,914
3805,3805
1184,1184
154,154
1913,1913
3751,3751
6517,6517
11611,11611
7607,7607
11194,11194
43,43
44,44
6781,6781
46,46
184,184
7024,7024
47,47
11063,11063
11463,11463
3058,3058
48,48
169,169
49,49
50,50
51,51
52,52
53,53
54,54
336,336
55,55
56,56
57,57
58,58
59,59
1437,1437
60,60
61,61
63,63
64,64
3095,3095
65,65
586,586
939,939
66,66
67,67
68,68
9326,9326
540,540
205,205
69,69
70,70
71,71
72,72
73,73
74,74
2645,2645
5014,5014
507,507
3492,3492
3984,3984
75,75
76,76
77,77
78,78
79,79
80,80
81,81
210,210
331,331
83,83
84,84
86,86
960,960
10264,10264
2525,2525
87,87
9151,9151
3693,3693
579,579
495,495
3642,3642
3994,3994
1448,1448
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
501,501
97,97
98,98
99,99
1595,1595
356,356
860,860
3378,3378
9866,9866
100,100
101,101
102,102
103,103
104,104
105,105
106,106
743,743
3791,3791
1514,1514
130,130
2389,2389
2415,2415
1482,1482
858,858
2907,2907
691,691
1424,1424
2905,2905
1014,1014
107,107
11025,11025
3749,3749
4549,4549
4599,4599
4620,4620
4843,4843
6103,6103
6106,6106
6119,6119
6125,6125
6136,6136
6503,6503
4524,4524
4677,4677
11296,11296
9217,9217
4743,4743
2977,2977
1068,1068
1554,1554
1925,1925
3104,3104
4260,4260
4496,4496
5639,5639
5954,5954
6000,6000
6102,6102
6435,6435
6182,6182
1121,1121
4522,4522
6118,6118
783,783
329,329
811,811
829,829
1405,1405
1588,1588
943,943
1486,1486
5228,5228
3822,3822
11586,11586
8919,8919
9117,9117
4734,4734
10535,10535
738,738
6986,6986
7017,7017
7794,7794
8471,8471
9644,9644
9737,9737
941,941
776,776
807,807
867,867
869,869
1167,1167
1642,1642
1862,1862
3162,3162
3164,3164
3676,3676
3719,3719
3978,3978
4668,4668
6311,6311
6426,6426
7698,7698
857,857
1245,1245
669,669
1535,1535
1885,1885
2515,2515
2874,2874
2956,2956
4595,4595
4757,4757
5122,5122
5217,5217
5225,5225
5306,5306
8262,8262
11490,11490
9097,9097
4242,4242
5136,5136
7328,7328
10046,10046
1710,1710
365,365
1586,1586
2043,2043
2454,2454
2882,2882
3854,3854
4649,4649
4898,4898
5029,5029
5132,5132
6100,6100
4414,4414
4812,4812
3368,3368
9658,9658
7416,7416
1791,1791
1934,1934
2826,2826
5761,5761
6787,6787
11930,11930
11931,11931
11951,11951
12043,12043
12184,12184
12210,12210
12483,12483
1534,1534
2070,2070
2143,2143
2165,2165
477,477
9815,9815
1044,1044
11601,11601
3840,3840
2514,2514
3856,3856
3807,3807
4761,4761
10664,10664
2838,2838
10462,10462
6128,6128
3813,3813
2144,2144
1047,1047
6866,6866
4473,4473
9576,9576
11713,11713
108,108
109,109
110,110
330,330
111,111
112,112
113,113
114,114
115,115
116,116
118,118
119,119
120,120
122,122
123,123
124,124
125,125
128,128
129,129
131,131
133,133
134,134
135,135
136,136
137,137
138,138
1368,1368
139,139
215,215
3938,3938
232,232
3382,3382
140,140
141,141
142,142
143,143
144,144
145,145
148,148
149,149
150,150
151,151
6657,6657
1479,1479
152,152
153,153
155,155
156,156
518,518
157,157
158,158
6117,6117
159,159
160,160
161,161
162,162
163,163
4733,4733
4933,4933
7444,7444
9355,9355
10381,10381
12149,12149
10521,10521
10652,10652
2393,2393
168,168
1097,1097
397,397
164,164
165,165
166,166
167,167
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
1174,1174
2156,2156
179,179
180,180
181,181
182,182
183,183
2050,2050
185,185
421,421
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
197,197
198,198
856,856
789,789
199,199
200,200
201,201
202,202
203,203
207,207
204,204
912,912
206,206
208,208
209,209
212,212
213,213
214,214
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
1932,1932
225,225
226,226
227,227
4043,4043
229,229
228,228
230,230
1158,1158
231,231
233,233
357,357
426,426
235,235
236,236
5430,5430
10062,10062
5763,5763
6429,6429
7756,7756
7169,7169
3983,3983
7235,7235
7847,7847
9311,9311
4340,4340
2520,2520
9243,9243
5095,5095
8911,8911
6714,6714
8032,8032
6173,6173
9094,9094
9127,9127
6863,6863
9698,9698
6263,6263
7616,7616
9305,9305
9835,9835
9308,9308
10319,10319
6665,6665
6808,6808
6357,6357
12238,12238
12420,12420
12561,12561
237,237
5160,5160
3898,3898
5550,5550
4351,4351
11388,11388
5931,5931
8550,8550
11831,11831
12017,12017
8891,8891
5765,5765
6121,6121
8940,8940
6588,6588
238,238
8064,8064
239,239
1037,1037
241,241
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
255,255
256,256
257,257
258,258
259,259
440,440
490,490
260,260
261,261
262,262
263,263
6450,6450
265,265
266,266
267,267
268,268
269,269
4750,4750
2200,2200
271,271
272,272
12496,12496
9623,9623
9501,9501
9502,9502
8597,8597
7748,7748
6156,6156
1407,1407
468,468
2134,2134
12367,12367
7778,7778
273,273
274,274
548,548
275,275
276,276
277,277
278,278
1846,1846
4692,4692
1306,1306
280,280
281,281
282,282
283,283
284,284
285,285
286,286
1314,1314
287,287
713,713
288,288
4975,4975
290,290
307,307
8202,8202
291,291
292,292
10347,10347
10329,10329
496,496
565,565
293,293
2328,2328
10539,10539
4017,4017
5063,5063
3226,3226
1094,1094
5307,5307
12379,12379
10525,10525
82,82
732,732
7420,7420
8801,8801
2879,2879
4647,4647
395,395
12370,12370
798,798
2137,2137
830,830
1990,1990
11091,11091
3914,3914
4378,4378
3652,3652
4046,4046
7029,7029
6704,6704
294,294
295,295
5415,5415
296,296
297,297
298,298
300,300
5080,5080
2407,2407
3073,3073
1698,1698
301,301
578,578
1539,1539
11199,11199
3070,3070
302,302
303,303
304,304
305,305
306,306
308,308
309,309
310,310
311,311
312,312
313,313
314,314
315,315
316,316
317,317
318,318
319,319
19,19
320,320
321,321
323,323
324,324
2228,2228
8343,8343
8342,8342
4806,4806
325,325
326,326
328,328
332,332
333,333
2055,2055
1471,1471
1675,1675
335,335
337,337
970,970
338,338
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
349,349
353,353
351,351
352,352
3417,3417
4356,4356
3436,3436
689,689
4090,4090
2378,2378
8809,8809
5254,5254
7966,7966
12641,12641
9856,9856
16336,16336
12074,12074
9889,9889
1104,1104
3100,3100
354,354
355,355
358,358
1041,1041
359,359
360,360
361,361
362,362
364,364
366,366
367,367
916,916
3703,3703
368,368
506,506
7449,7449
3716,3716
3347,3347
3923,3923
369,369
8367,8367
6742,6742
8454,8454
8263,8263
12126,12126
12125,12125
11297,11297
1687,1687
2660,2660
8838,8838
4531,4531
370,370
371,371
801,801
2078,2078
5018,5018
6266,6266
372,372
5333,5333
7750,7750
4342,4342
10992,10992
9365,9365
4824,4824
373,373
374,374
375,375
3918,3918
376,376
377,377
718,718
463,463
502,502
6436,6436
10620,10620
6123,6123
4855,4855
3185,3185
4704,4704
4754,4754
8928,8928
11201,11201
10409,10409
378,378
379,379
380,380
381,381
383,383
384,384
385,385
660,660
386,386
1843,1843
3941,3941
387,387
388,388
1140,1140
389,389
390,390
391,391
392,392
393,393
398,398
399,399
401,401
402,402
403,403
404,404
405,405
406,406
407,407
408,408
409,409
411,411
2516,2516
8578,8578
9667,9667
2209,2209
5060,5060
412,412
6442,6442
415,415
4723,4723
416,416
418,418
419,419
420,420
422,422
423,423
424,424
425,425
429,429
428,428
430,430
431,431
712,712
432,432
433,433
779,779
434,434
436,436
437,437
11669,11669
1146,1146
438,438
6318,6318
971,971
8019,8019
8534,8534
9288,9288
3837,3837
9592,9592
1219,1219
439,439
608,608
442,442
11764,11764
443,443
2030,2030
1468,1468
8231,8231
1423,1423
1248,1248
3803,3803
2422,2422
444,444
1506,1506
1403,1403
1584,1584
2534,2534
445,445
446,446
447,447
448,448
450,450
451,451
452,452
453,453
454,454
457,457
459,459
460,460
461,461
462,462
464,464
465,465
466,466
469,469
470,470
471,471
472,472
2466,2466
473,473
2763,2763
475,475
6552,6552
476,476
478,478
479,479
480,480
481,481
482,482
483,483
486,486
487,487
488,488
489,489
491,491
348,348
492,492
1029,1029
4815,4815
7277,7277
493,493
1178,1178
4364,4364
7610,7610
8150,8150
494,494
497,497
498,498
499,499
500,500
503,503
504,504
505,505
4258,4258
299,299
508,508
509,509
1033,1033
510,510
513,513
3977,3977
11508,11508
7133,7133
6596,6596
7707,7707
9919,9919
516,516
514,514
515,515
2847,2847
517,517
519,519
520,520
522,522
9085,9085
9745,9745
8619,8619
10365,10365
11970,11970
5805,5805
9844,9844
10125,10125
7326,7326
10019,10019
523,523
524,524
525,525
526,526
527,527
528,528
529,529
530,530
531,531
532,532
533,533
11908,11908
6534,6534
6525,6525
9643,9643
6164,6164
535,535
10311,10311
11390,11390
948,948
6566,6566
2376,2376
10740,10740
10725,10725
11293,11293
788,788
536,536
537,537
538,538
539,539
541,541
542,542
543,543
544,544
1066,1066
546,546
728,728
547,547
549,549
3592,3592
12089,12089
12986,12986
8881,8881
550,550
6882,6882
5478,5478
551,551
552,552
553,553
554,554
555,555
556,556
557,557
558,558
559,559
560,560
561,561
899,899
562,562
563,563
564,564
566,566
567,567
568,568
570,570
572,572
828,828
573,573
574,574
575,575
576,576
577,577
580,580
862,862
581,581
582,582
705,705
1821,1821
1818,1818
583,583
2386,2386
584,584
585,585
587,587
589,589
591,591
592,592
593,593
594,594
595,595
744,744
596,596
597,597
598,598
3036,3036
599,599
600,600
2870,2870
603,603
604,604
605,605
2861,2861
3564,3564
4586,4586
7537,7537
7915,7915
9559,9559
15802,15802
2836,2836
606,606
13301,13301
9971,9971
8099,8099
8568,8568
9704,9704
8776,8776
6017,6017
607,607
609,609
610,610
611,611
612,612
613,613
615,615
616,616
617,617
618,618
619,619
620,620
621,621
622,622
625,625
626,626
1361,1361
627,627
797,797
628,628
629,629
2429,2429
630,630
631,631
634,634
635,635
2405,2405
7767,7767
636,636
637,637
640,640
641,641
642,642
643,643
644,644
645,645
646,646
647,647
648,648
649,649
650,650
651,651
652,652
653,653
654,654
655,655
656,656
3780,3780
657,657
658,658
659,659
661,661
662,662
663,663
664,664
665,665
666,666
1727,1727
15851,15851
14639,14639
4539,4539
2392,2392
8695,8695
6791,6791
4566,4566
15069,15069
5720,5720
1872,1872
3784,3784
10268,10268
6706,6706
14943,14943
667,667
6076,6076
668,668
4337,4337
10624,10624
3587,3587
3586,3586
6518,6518
670,670
4278,4278
671,671
672,672
674,674
675,675
676,676
682,682
677,677
2056,2056
678,678
679,679
680,680
681,681
683,683
11706,11706
3371,3371
3351,3351
897,897
684,684
685,685
686,686
3718,3718
687,687
688,688
8247,8247
1823,1823
690,690
692,692
693,693
694,694
4884,4884
3786,3786
9902,9902
1413,1413
1422,1422
1962,1962
3190,3190
6546,6546
6427,6427
6260,6260
3110,3110
1420,1420
4159,4159
3687,3687
696,696
5494,5494
10085,10085
13269,13269
3569,3569
2647,2647
9734,9734
4175,4175
4869,4869
11084,11084
9471,9471
7959,7959
2273,2273
10281,10281
13512,13512
16826,16826
12702,12702
11446,11446
10243,10243
6847,6847
3733,3733
3581,3581
14727,14727
6085,6085
14592,14592
8091,8091
8265,8265
8840,8840
9446,9446
11461,11461
9858,9858
16529,16529
8519,8519
11392,11392
11714,11714
11717,11717
12709,12709
12676,12676
7311,7311
14104,14104
697,697
698,698
700,700
701,701
4721,4721
703,703
704,704
706,706
707,707
708,708
709,709
710,710
715,715
717,717
720,720
721,721
722,722
723,723
1776,1776
724,724
725,725
726,726
727,727
2431,2431
4233,4233
1875,1875
731,731
733,733
1555,1555
734,734
735,735
737,737
739,739
740,740
9080,9080
6614,6614
742,742
12619,12619
745,745
746,746
747,747
750,750
751,751
1084,1084
2864,2864
3601,3601
3559,3559
3295,3295
2755,2755
7699,7699
2198,2198
752,752
1067,1067
5036,5036
3381,3381
2149,2149
14397,14397
9466,9466
6806,6806
753,753
754,754
755,755
756,756
3577,3577
757,757
758,758
759,759
760,760
761,761
699,699
762,762
4755,4755
763,763
764,764
765,765
766,766
768,768
771,771
1751,1751
772,772
773,773
947,947
774,774
775,775
777,777
1919,1919
795,795
778,778
3771,3771
780,780
781,781
782,782
784,784
2467,2467
2703,2703
786,786
787,787
790,790
791,791
11652,11652
793,793
794,794
6844,6844
799,799
800,800
802,802
803,803
804,804
1360,1360
1677,1677
1374,1374
837,837
805,805
3045,3045
806,806
6877,6877
8825,8825
3265,3265
808,808
810,810
812,812
813,813
814,814
815,815
8925,8925
4272,4272
816,816
4537,4537
817,817
818,818
9170,9170
5621,5621
1152,1152
1107,1107
819,819
824,824
3282,3282
3396,3396
820,820
3476,3476
821,821
822,822
823,823
1324,1324
825,825
826,826
827,827
831,831
832,832
833,833
834,834
835,835
836,836
838,838
839,839
840,840
841,841
842,842
843,843
844,844
846,846
847,847
848,848
849,849
850,850
851,851
852,852
853,853
854,854
855,855
859,859
7913,7913
863,863
864,864
11880,11880
12018,12018
12059,12059
865,865
2496,2496
2502,2502
2807,2807
2868,2868
2934,2934
4030,4030
10114,10114
866,866
868,868
1610,1610
870,870
871,871
873,873
874,874
875,875
876,876
877,877
878,878
10712,10712
14961,14961
16695,16695
7655,7655
7982,7982
12115,12115
8757,8757
879,879
1562,1562
880,880
1953,1953
881,881
882,882
883,883
886,886
887,887
888,888
889,889
890,890
891,891
892,892
893,893
894,894
895,895
896,896
900,900
901,901
903,903
904,904
2167,2167
2992,2992
906,906
907,907
908,908
909,909
910,910
911,911
913,913
915,915
917,917
2071,2071
918,918
919,919
920,920
5714,5714
921,921
922,922
923,923
925,925
926,926
927,927
1105,1105
928,928
929,929
931,931
932,932
933,933
953,953
935,935
979,979
936,936
937,937
2758,2758
938,938
940,940
942,942
944,944
945,945
946,946
949,949
950,950
951,951
952,952
2009,2009
2297,2297
1031,1031
954,954
955,955
956,956
957,957
3971,3971
3964,3964
4765,4765
11983,11983
10141,10141
8027,8027
958,958
959,959
961,961
12612,12612
12625,12625
12624,12624
962,962
1247,1247
1738,1738
963,963
10533,10533
14092,14092
964,964
1186,1186
966,966
967,967
969,969
972,972
973,973
974,974
975,975
976,976
977,977
978,978
980,980
981,981
982,982
983,983
984,984
985,985
987,987
988,988
989,989
990,990
1042,1042
991,991
992,992
993,993
994,994
995,995
996,996
997,997
1045,1045
998,998
999,999
1000,1000
1001,1001
1002,1002
1003,1003
1004,1004
1039,1039
2716,2716
4752,4752
1890,1890
9018,9018
9810,9810
8433,8433
1005,1005
2268,2268
3869,3869
2736,2736
2399,2399
2398,2398
2400,2400
2848,2848
3124,3124
2418,2418
2417,2417
2568,2568
2164,2164
1006,1006
1007,1007
1008,1008
1009,1009
1010,1010
5767,5767
6275,6275
5815,5815
1011,1011
934,934
2408,2408
2342,2342
1822,1822
1012,1012
1016,1016
1017,1017
1018,1018
2127,2127
2105,2105
9700,9700
9369,9369
1019,1019
1020,1020
1021,1021
1022,1022
1023,1023
327,327
1024,1024
1025,1025
1026,1026
1027,1027
1931,1931
1028,1028
1552,1552
1030,1030
1159,1159
1034,1034
1035,1035
1038,1038
1040,1040
1043,1043
1783,1783
1752,1752
1046,1046
1048,1048
1050,1050
1051,1051
1053,1053
1055,1055
1056,1056
1057,1057
2633,2633
1058,1058
1059,1059
1060,1060
1061,1061
1062,1062
1063,1063
1064,1064
1065,1065
4954,4954
1320,1320
9872,9872
12003,12003
9138,9138
8929,8929
1069,1069
1070,1070
1071,1071
1072,1072
1073,1073
1074,1074
4184,4184
4514,4514
3508,3508
6582,6582
7433,7433
1408,1408
6932,6932
1568,1568
1075,1075
1076,1076
12678,12678
1357,1357
1425,1425
1145,1145
1077,1077
1054,1054
6504,6504
5248,5248
3702,3702
1078,1078
2914,2914
1079,1079
1080,1080
1864,1864
12069,12069
12102,12102
13318,13318
2158,2158
10325,10325
14634,14634
11460,11460
13737,13737
13261,13261
8917,8917
1719,1719
1081,1081
1082,1082
2206,2206
1340,1340
1795,1795
15359,15359
4053,4053
1142,1142
1083,1083
11237,11237
15734,15734
12421,12421
10079,10079
5984,5984
8445,8445
11197,11197
13108,13108
14379,14379
14321,14321
1085,1085
7663,7663
8077,8077
9505,9505
11749,11749
13827,13827
9091,9091
15133,15133
13828,13828
1544,1544
13741,13741
3183,3183
6860,6860
1086,1086
1090,1090
1087,1087
15127,15127
15385,15385
16373,16373
16195,16195
1731,1731
12226,12226
14107,14107
1088,1088
1545,1545
11841,11841
1089,1089
16075,16075
16754,16754
1092,1092
1093,1093
1095,1095
1096,1096
1098,1098
1099,1099
264,264
1389,1389
1123,1123
1569,1569
3472,3472
1100,1100
2498,2498
3372,3372
3795,3795
4840,4840
6434,6434
6975,6975
11673,11673
6401,6401
6070,6070
7775,7775
2558,2558
2367,2367
8467,8467
1623,1623
9358,9358
11101,11101
11950,11950
12656,12656
13783,13783
1117,1117
15949,15949
9541,9541
6703,6703
1101,1101
3673,3673
1102,1102
1103,1103
14145,14145
6507,6507
5600,5600
16735,16735
13208,13208
15699,15699
15705,15705
15750,15750
7935,7935
9158,9158
8566,8566
15674,15674
11864,11864
11730,11730
11801,11801
1106,1106
5529,5529
6911,6911
6984,6984
11738,11738
7687,7687
8742,8742
6292,6292
12688,12688
8815,8815
10506,10506
8645,8645
8040,8040
7993,7993
6346,6346
5792,5792
10545,10545
11212,11212
13223,13223
9873,9873
6563,6563
8414,8414
8633,8633
4894,4894
2049,2049
6763,6763
3706,3706
3591,3591
3505,3505
3315,3315
2334,2334
3711,3711
3739,3739
4157,4157
4161,4161
3618,3618
1713,1713
3375,3375
3037,3037
3047,3047
15769,15769
16260,16260
14269,14269
15588,15588
4109,4109
7844,7844
12618,12618
7957,7957
1108,1108
1109,1109
2616,2616
10068,10068
9796,9796
2294,2294
6255,6255
1278,1278
1707,1707
13435,13435
9673,9673
15688,15688
9655,9655
5137,5137
8628,8628
2183,2183
2507,2507
1505,1505
2974,2974
11642,11642
2998,2998
12909,12909
6745,6745
10173,10173
9982,9982
12123,12123
8379,8379
9983,9983
13376,13376
1110,1110
2673,2673
15431,15431
9854,9854
10307,10307
2539,2539
9468,9468
7046,7046
10074,10074
5473,5473
9383,9383
14982,14982
16178,16178
9711,9711
1111,1111
1112,1112
1113,1113
1197,1197
11614,11614
3223,3223
14337,14337
1115,1115
15237,15237
1768,1768
6942,6942
1116,1116
2594,2594
2639,2639
2741,2741
2803,2803
2999,2999
3052,3052
3171,3171
3169,3169
3179,3179
3355,3355
3531,3531
3566,3566
3675,3675
3681,3681
3682,3682
4073,4073
4130,4130
6451,6451
7743,7743
13729,13729
11386,11386
2945,2945
12495,12495
6204,6204
2666,2666
3383,3383
5782,5782
2589,2589
3077,3077
12900,12900
1414,1414
1118,1118
1119,1119
1995,1995
1120,1120
1999,1999
7842,7842
12301,12301
4493,4493
2356,2356
1706,1706
279,279
2866,2866
14103,14103
1943,1943
3412,3412
3895,3895
3904,3904
4113,4113
5102,5102
6054,6054
1122,1122
12783,12783
13018,13018
13869,13869
15793,15793
9382,9382
15720,15720
2691,2691
7354,7354
7852,7852
8005,8005
2187,2187
12725,12725
5755,5755
9839,9839
4501,4501
10292,10292
4129,4129
9800,9800
6433,6433
9903,9903
1126,1126
8511,8511
15987,15987
9670,9670
1266,1266
3256,3256
3889,3889
6807,6807
11243,11243
12566,12566
14891,14891
16669,16669
14718,14718
14310,14310
1127,1127
4123,4123
1128,1128
12378,12378
8236,8236
2062,2062
12351,12351
1129,1129
3140,3140
1130,1130
2461,2461
1131,1131
1922,1922
7936,7936
1132,1132
12406,12406
11467,11467
2570,2570
13501,13501
8688,8688
7025,7025
16774,16774
16745,16745
15691,15691
15673,15673
6753,6753
15590,15590
15452,15452
14976,14976
14668,14668
14624,14624
14257,14257
14111,14111
13807,13807
13526,13526
13513,13513
13326,13326
13071,13071
13059,13059
12978,12978
12583,12583
11396,11396
5003,5003
9173,9173
8644,8644
8590,8590
8487,8487
6203,6203
6531,6531
6559,6559
8034,8034
7994,7994
6842,6842
9041,9041
8735,8735
4937,4937
5579,5579
8650,8650
6599,6599
11058,11058
13485,13485
8246,8246
11965,11965
10301,10301
6066,6066
5728,5728
1133,1133
1134,1134
13524,13524
1135,1135
2191,2191
4170,4170
8238,8238
13530,13530
1136,1136
1137,1137
7252,7252
16371,16371
1138,1138
1139,1139
1141,1141
2382,2382
6281,6281
6148,6148
13054,13054
12977,12977
2913,2913
2650,2650
1143,1143
15006,15006
4176,4176
12546,12546
15519,15519
11534,11534
14896,14896
2385,2385
9562,9562
14811,14811
6028,6028
8183,8183
5995,5995
1144,1144
1797,1797
3141,3141
1189,1189
1147,1147
1148,1148
1149,1149
1154,1154
1150,1150
10440,10440
6619,6619
6391,6391
5925,5925
7705,7705
16050,16050
14516,14516
8614,8614
1151,1151
3408,3408
13784,13784
9350,9350
1153,1153
1156,1156
1157,1157
1160,1160
1161,1161
9101,9101
2700,2700
1163,1163
10413,10413
1164,1164
9788,9788
14384,14384
10204,10204
1165,1165
1166,1166
1230,1230
13360,13360
11698,11698
12918,12918
11234,11234
6957,6957
6909,6909
6641,6641
1246,1246
15572,15572
14948,14948
1168,1168
1169,1169
5433,5433
1170,1170
7605,7605
11516,11516
6001,6001
7568,7568
1297,1297
6276,6276
5325,5325
1171,1171
1172,1172
1703,1703
1175,1175
1177,1177
1179,1179
1180,1180
12284,12284
11375,11375
12312,12312
12294,12294
1181,1181
1302,1302
1182,1182
3132,3132
2903,2903
1185,1185
1691,1691
2584,2584
2796,2796
3297,3297
3568,3568
3609,3609
7051,7051
7559,7559
7590,7590
10387,10387
14027,14027
15872,15872
9742,9742
2353,2353
1187,1187
1188,1188
1191,1191
1192,1192
14336,14336
16559,16559
1193,1193
1194,1194
10741,10741
10591,10591
10417,10417
11977,11977
12267,12267
9315,9315
11959,11959
12352,12352
5183,5183
4274,4274
4029,4029
4814,4814
12198,12198
11711,11711
11501,11501
11029,11029
10360,10360
7033,7033
9164,9164
9055,9055
8122,8122
7849,7849
7279,7279
7009,7009
6271,6271
6244,6244
6151,6151
1195,1195
6044,6044
4959,4959
4316,4316
1668,1668
5836,5836
6238,6238
6405,6405
10034,10034
6246,6246
6430,6430
6867,6867
7387,7387
7548,7548
8937,8937
8939,8939
9095,9095
9092,9092
9312,9312
6127,6127
6930,6930
5534,5534
4529,4529
5655,5655
5017,5017
5008,5008
6227,6227
1196,1196
12329,12329
1198,1198
16749,16749
2799,2799
2053,2053
1199,1199
1400,1400
1456,1456
2058,2058
2296,2296
2813,2813
4295,4295
5271,5271
1658,1658
8839,8839
8305,8305
2585,2585
2045,2045
5071,5071
2729,2729
2008,2008
11620,11620
8682,8682
7342,7342
6730,6730
9266,9266
6185,6185
6874,6874
7991,7991
7754,7754
8059,8059
7021,7021
7782,7782
7628,7628
8126,8126
6476,6476
6456,6456
6931,6931
7187,7187
7262,7262
2695,2695
6194,6194
4596,4596
6543,6543
11094,11094
